Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age.1,Foot,Height,League,Nation,Team,Weight
83,10,Kingsley Coman,85,89,76,79,87,30,62,LM,92,86,75,83,73,78,65,82,81,70,80,74,83,92,84,85,87,88,78,23,61,29,27,21,79,69,66,38,27,Medium,Medium,27,Right,18,Bundesliga,France,FC Bayern München,75
89,10,Rachel Daly,85,77,85,76,82,64,76,ST,78,76,90,85,75,77,85,79,79,52,80,66,77,72,67,85,87,84,69,45,78,69,68,65,88,81,81,54,32,High,High,32,Right,16,Barclays WSL,England,Aston Villa,62
71,10,Giovanni Di Lorenzo,85,85,67,75,79,82,82,RB,85,85,66,72,69,60,59,66,80,69,80,74,69,78,78,84,79,78,77,83,76,82,83,81,88,90,78,78,30,High,Medium,30,Right,18,Serie A TIM,Italy,Napoli FC,83
83,10,Phil Foden,85,81,79,82,88,57,60,LW,86,77,81,83,78,59,64,84,78,68,86,82,75,91,91,81,90,88,81,59,47,60,59,47,63,83,47,64,23,High,High,23,Left,17,Premier League,England,Manchester City,69
7,10,Merle Frohms,85,85,82,76,84,51,86,GK,45,59,8,57,7,7,18,31,9,10,28,29,11,61,44,80,20,8,44,18,10,6,13,11,67,29,70,20,28,Medium,Medium,28,Right,17,GPFBL,Germany,VfL Wolfsburg,60
84,10,Leon Goretzka,85,78,81,81,83,80,86,CM,75,80,81,85,86,71,60,82,75,73,85,83,76,75,73,85,84,84,82,85,86,74,83,76,92,83,89,82,28,High,Medium,28,Right,18,Bundesliga,Germany,FC Bayern München,82
59,10,Kathrin Hendrich,85,72,39,70,73,86,75,CB,71,73,31,64,27,30,56,54,62,49,84,78,72,78,62,87,80,66,73,86,84,89,85,85,84,76,71,82,31,Medium,Medium,31,Right,17,GPFBL,Germany,VfL Wolfsburg,55
75,10,Amandine Henry,85,60,80,78,78,83,82,CDM,63,58,75,91,85,64,75,80,65,67,86,82,68,68,61,85,83,77,82,84,72,85,85,78,80,73,85,88,34,High,High,34,Right,17,NWSL,France,Angel City FC,64
80,10,Theo Hernández,85,93,71,76,81,78,84,LB,92,94,67,83,71,66,50,73,84,64,79,68,69,78,76,85,79,83,80,78,74,74,81,80,90,90,81,82,26,High,Medium,26,Left,18,Serie A TIM,France,Milan,81
80,10,Svenja Huth,85,82,72,83,86,52,67,RM,85,80,71,73,68,79,70,82,85,75,85,78,78,90,94,82,86,85,79,62,32,40,59,66,59,90,67,42,32,Medium,Medium,32,Right,16,GPFBL,Germany,VfL Wolfsburg,54
90,10,Ciro Immobile,85,85,87,68,78,39,74,ST,84,86,91,86,80,85,88,71,55,58,79,57,70,75,84,85,80,77,76,40,81,34,33,32,88,73,74,73,33,High,Medium,33,Right,18,Serie A TIM,Italy,Latium,85
47,10,Jules Koundé,85,84,45,68,75,86,80,CB,85,83,47,48,40,32,43,62,62,26,82,75,42,71,74,86,77,72,82,86,80,87,86,84,90,78,80,78,25,High,High,25,Right,18,LALIGA EA SPORTS,France,FC Barcelona,75
54,10,Aymeric Laporte,85,61,50,73,69,86,78,CB,55,65,45,68,47,40,44,68,58,69,83,81,61,57,54,86,78,64,84,87,84,86,86,85,82,67,82,79,29,Medium,Medium,29,Left,19,ROSHN Saudi League,Spain,Al Nassr,85
12,10,Emiliano Martínez,85,83,83,82,85,58,84,GK,59,57,16,62,16,13,42,66,22,20,57,59,22,49,49,82,38,17,62,13,26,11,20,20,77,40,70,37,31,Medium,Medium,31,Right,19,Premier League,Argentina,Aston Villa,88
79,10,Katie McCabe,85,80,74,80,80,81,82,LB,81,79,76,75,70,69,74,68,87,75,84,79,78,84,85,80,80,78,84,81,74,86,79,78,83,92,73,94,28,High,Medium,28,Left,16,Barclays WSL,Republic of Ireland,Arsenal,55
16,10,Keylor Navas,85,84,80,75,87,54,84,GK,54,53,15,56,13,11,25,64,11,15,40,37,21,60,61,80,30,24,63,22,11,28,14,14,73,39,75,32,37,Medium,Medium,37,Right,18,Ligue 1 Uber Eats,Costa Rica,Paris SG,80
11,10,André Onana,85,83,80,88,85,61,84,GK,62,60,12,66,17,13,27,64,15,17,43,53,30,66,53,84,38,26,64,15,20,12,18,14,80,38,79,32,27,Medium,Medium,27,Right,19,Premier League,Cameroon,Manchester Utd,93
82,10,Asisat Oshoala,85,91,84,78,85,50,85,ST,92,91,90,78,79,85,72,75,79,75,80,77,77,91,84,82,82,87,72,50,78,45,47,49,90,78,92,75,29,High,Medium,29,Right,16,Liga F,Nigeria,FC Barcelona,60
70,10,Thomas Partey,85,68,71,82,80,81,82,CDM,60,74,66,86,78,56,49,85,74,70,86,86,69,63,50,82,84,84,87,82,68,82,85,79,77,79,84,84,30,Medium,High,30,Right,18,Premier League,Ghana,Arsenal,77
88,10,Megan Rapinoe,85,73,85,83,86,46,72,LM,72,73,86,84,84,70,91,80,86,81,86,77,90,80,80,80,89,86,91,47,72,41,45,39,80,70,75,67,38,High,Medium,38,Right,16,NWSL,United States,OL Reign,60
87,10,Marcus Rashford,85,90,86,78,84,42,74,LW,88,91,86,93,80,74,85,79,77,77,79,72,84,81,73,86,84,86,82,39,76,40,38,33,87,76,73,69,26,High,Low,26,Right,18,Premier League,England,Manchester Utd,70
58,10,Declan Rice,85,71,65,75,77,83,83,CDM,67,74,61,78,65,50,71,78,55,65,83,84,68,55,65,83,79,80,83,86,72,83,84,82,79,91,79,84,24,Medium,High,24,Right,18,Premier League,England,Arsenal,80
49,10,Antonio Rüdiger,85,82,54,71,66,84,86,CB,71,91,40,84,67,34,40,61,68,56,80,82,50,56,50,83,71,64,78,82,81,86,84,83,90,70,91,91,30,High,High,30,Right,19,LALIGA EA SPORTS,Germany,Real Madrid,85
50,10,Becky Sauerbrunn,85,61,44,61,69,87,83,CB,63,60,44,45,42,37,43,61,51,36,71,63,46,60,63,77,74,65,82,87,83,92,86,82,88,73,91,76,38,Medium,High,38,Right,17,NWSL,United States,Portland Thorns,64
88,10,Khadija Shaw,85,69,85,69,75,30,85,ST,69,69,90,85,78,77,75,79,59,56,75,65,58,55,45,84,80,78,86,25,89,23,25,17,92,79,92,71,26,Medium,Medium,26,Right,18,Barclays WSL,Jamaica,Manchester City,70
15,10,Kailen Sheridan,85,85,82,80,85,41,84,GK,38,45,10,60,17,9,25,42,13,15,24,33,13,58,46,81,26,14,43,13,17,18,14,13,65,40,64,26,28,Medium,Medium,28,Right,17,NWSL,Canada,San Diego Wave,72
83,10,Rodrygo,85,88,81,79,86,31,62,RW,89,88,87,76,77,67,81,82,79,73,80,73,80,87,84,84,87,86,81,21,67,24,34,30,75,81,55,53,22,Medium,Medium,22,Right,17,LALIGA EA SPORTS,Brazil,Real Madrid,64
52,10,John Stones,85,72,52,75,77,85,77,CB,67,76,54,55,44,44,52,78,63,37,86,79,52,66,59,86,84,75,87,84,84,86,86,84,84,74,77,80,29,High,Medium,29,Right,18,Premier League,England,Manchester City,76
87,10,Diogo Jota,85,82,82,75,85,57,77,CF,85,80,85,86,76,79,69,78,73,58,77,72,77,86,85,88,84,85,80,56,86,53,57,45,90,79,71,85,27,High,High,27,Right,17,Premier League,Portugal,Liverpool,68
12,10,Kevin Trapp,85,83,81,77,86,46,85,GK,43,50,13,58,13,12,17,46,13,12,25,12,14,42,37,83,24,10,64,22,11,15,14,10,69,45,75,30,33,Medium,Medium,33,Right,18,Bundesliga,Germany,Frankfurt,84
77,10,Kieran Trippier,85,68,65,86,79,82,72,RB,73,64,54,82,71,58,66,85,92,87,84,86,87,66,79,85,85,76,84,83,79,82,84,81,79,85,64,75,33,Medium,Medium,33,Right,17,Premier League,England,Newcastle Utd,71
55,10,Raphaël Varane,85,79,49,64,67,86,78,CB,75,83,46,52,53,42,43,59,42,52,78,76,46,62,39,86,76,61,82,85,85,88,87,83,90,65,84,78,30,Medium,High,30,Right,19,Premier League,France,Manchester Utd,81
70,10,Keira Walsh,85,64,46,81,79,79,75,CDM,63,65,41,56,42,42,55,83,67,51,92,88,53,74,68,83,83,78,85,77,60,82,84,81,69,88,70,72,26,Medium,High,26,Right,16,Liga F,England,FC Barcelona,60
31,10,Leah Williamson,85,75,45,73,72,86,76,CB,75,75,45,48,46,45,50,63,60,67,82,92,60,73,73,90,83,61,82,86,81,90,84,82,86,70,77,80,26,High,Medium,26,Right,17,Barclays WSL,England,Arsenal,57
80,10,Florian Wirtz,85,74,76,83,87,52,63,CAM,78,70,78,74,75,73,60,88,77,64,88,81,80,86,85,85,89,87,83,45,39,59,57,44,59,83,53,63,20,High,Medium,20,Right,17,Bundesliga,Germany,Leverkusen,72
11,10,Manuela Zinsberger,85,86,77,79,87,46,86,GK,48,42,18,59,25,12,52,69,31,24,23,15,19,46,62,81,36,11,56,10,6,20,13,16,71,22,78,26,28,Medium,Medium,28,Right,17,Barclays WSL,Austria,Arsenal,67
72,14,Thiago,84,61,72,86,89,71,67,CM,69,54,68,75,73,81,75,86,78,77,90,88,84,90,88,78,91,89,88,78,54,68,73,72,65,70,60,80,32,Medium,Medium,32,Right,17,Premier League,Spain,Liverpool,70
75,14,Ismaël Bennacer,84,80,72,81,86,79,78,CDM,84,76,67,85,74,64,68,81,74,73,85,83,79,87,89,83,85,86,84,83,62,78,83,80,79,84,71,86,26,High,Medium,26,Left,17,Serie A TIM,Algeria,Milan,70
9,14,Ann-Katrin Berger,84,85,83,80,83,45,81,GK,40,52,7,60,6,6,35,39,8,11,24,20,12,38,40,82,14,11,58,10,15,9,10,10,66,29,67,19,33,Medium,Medium,33,Right,18,Barclays WSL,Germany,Chelsea,63
18,14,Bella Bixby,84,85,79,74,89,42,81,GK,41,43,25,56,15,7,27,37,12,10,29,28,11,57,44,79,22,13,39,9,8,13,15,12,64,39,67,27,28,Medium,Medium,28,Right,18,NWSL,United States,Portland Thorns,70
54,14,Lisa Boattin,84,75,68,81,81,81,86,LB,76,75,63,79,75,45,68,76,79,76,85,80,81,77,75,89,83,81,82,83,69,86,80,79,84,88,86,83,26,High,High,26,Left,16,Calcio A Femminile,Italy,Juventus,53
81,14,Julian Brandt,84,71,80,84,86,51,70,CAM,69,73,80,83,81,79,55,86,82,76,87,82,80,84,84,86,87,86,84,58,54,49,45,56,69,88,71,45,27,Medium,Medium,27,Right,18,Bundesliga,Germany,Borussia Dortmund,83
14,14,Jane Campbell,84,84,83,85,83,40,85,GK,38,44,18,64,14,12,32,38,17,15,22,29,14,54,55,79,21,15,38,19,17,12,18,19,55,39,42,21,28,Medium,Medium,28,Right,17,NWSL,United States,Houston Dash,66
80,14,Catarina Macario,84,81,83,80,89,57,73,CAM,82,80,83,82,89,74,76,83,79,82,81,74,90,84,84,78,92,90,86,59,72,53,59,47,83,79,71,70,24,High,Medium,24,Right,16,Barclays WSL,United States,Chelsea,58
80,14,Yannick Carrasco,84,88,81,80,85,59,66,LM,87,88,81,84,82,74,79,80,82,80,80,74,86,86,70,80,84,88,84,57,56,54,64,61,74,75,61,65,30,High,High,30,Right,18,ROSHN Saudi League,Belgium,Al Shabab,73
80,14,Delphine Cascarino,84,94,74,80,88,38,58,RW,95,94,71,80,75,70,65,80,83,60,83,76,75,93,92,79,89,88,79,35,48,39,39,32,70,76,55,41,26,High,Medium,26,Right,16,D1 Arkema,France,OL,58
15,14,Koen Casteels,84,84,82,77,86,45,85,GK,44,46,15,58,18,13,20,42,15,13,35,37,20,50,43,80,23,14,40,16,14,11,19,17,69,44,72,33,31,Medium,Medium,31,Left,19,Bundesliga,Belgium,VfL Wolfsburg,86
83,14,Federico Chiesa,84,91,82,76,86,53,75,LM,91,91,81,86,84,80,62,77,75,62,78,72,78,89,81,84,82,89,82,54,50,60,48,44,75,85,70,74,26,High,Medium,26,Right,17,Serie A TIM,Italy,Juventus,70
59,14,Thiago Silva,84,51,54,74,72,87,74,CB,45,55,40,71,65,61,60,73,60,61,83,84,62,62,65,88,80,67,86,85,81,90,87,84,77,66,78,74,39,Medium,High,39,Right,18,Premier League,Brazil,Chelsea,79
62,14,Rúben Neves,84,60,75,86,77,76,73,CDM,64,56,66,86,83,82,77,87,80,81,88,88,85,68,72,81,83,74,88,80,53,78,79,77,65,79,67,82,26,Medium,High,26,Right,18,ROSHN Saudi League,Portugal,Al Hilal,83
79,14,Sara Däbritz,84,76,81,84,86,74,73,CM,75,76,81,83,84,69,70,86,78,75,87,85,83,86,67,80,88,89,80,80,52,77,76,68,74,77,78,53,28,Medium,Medium,28,Left,17,D1 Arkema,Germany,OL,58
83,14,Linda Dallmann,84,77,77,79,86,46,61,CAM,79,75,83,67,78,69,65,83,69,65,84,81,75,91,85,85,85,87,76,50,34,46,48,44,58,78,54,57,29,Medium,Medium,29,Right,15,GPFBL,Germany,FC Bayern München,51
78,14,Rodrigo Javier De Paul,84,78,77,83,82,75,83,CM,80,76,76,80,78,71,66,86,78,76,85,85,84,78,78,81,85,82,81,79,58,72,81,75,79,92,79,82,29,High,Medium,29,Right,18,LALIGA EA SPORTS,Argentina,Atlético de Madrid,70
85,14,Memphis Depay,84,82,82,81,85,30,80,CF,81,83,82,85,82,75,76,85,84,83,80,75,84,81,81,84,85,86,79,28,65,23,31,20,84,79,84,72,29,High,Low,29,Right,17,LALIGA EA SPORTS,Holland,Atlético de Madrid,78
79,14,Moussa Diaby,84,95,73,75,86,42,59,RM,95,95,80,73,64,67,48,77,76,42,80,72,71,92,93,76,85,87,75,48,28,48,35,46,56,82,44,67,24,High,Low,24,Left,17,Premier League,France,Aston Villa,67
83,14,Raphinha,84,91,79,78,86,53,73,RW,90,91,78,83,79,72,78,80,80,79,78,74,81,88,79,84,85,87,80,55,74,47,54,38,83,86,65,76,27,High,High,27,Left,17,LALIGA EA SPORTS,Brazil,FC Barcelona,68
82,14,Luis Díaz,84,91,81,75,87,34,74,LW,92,91,81,84,82,74,63,77,76,58,76,71,77,88,75,83,87,89,83,25,62,28,38,34,80,84,69,70,26,High,Medium,26,Right,18,Premier League,Colombia,Liverpool,73
44,14,Gabriel,84,70,41,62,60,85,82,CB,61,77,37,62,30,28,40,59,38,27,78,74,47,51,37,85,71,52,74,86,85,85,84,85,86,71,86,85,25,Medium,High,25,Left,19,Premier League,Brazil,Arsenal,87
49,14,Paulina Dudek,84,64,46,64,68,88,76,CB,60,68,44,59,35,39,66,53,45,41,80,74,62,57,66,80,70,67,73,86,88,89,90,83,83,66,75,87,26,Medium,Medium,26,Left,16,D1 Arkema,Poland,Paris SG,62
85,14,Crystal Dunn,84,87,77,83,85,77,81,CAM,86,88,76,80,76,75,80,84,83,68,86,82,80,83,92,81,87,84,83,79,54,81,80,79,80,84,81,75,31,High,High,31,Right,15,NWSL,United States,Portland Thorns,55
88,14,Gabriel Jesus,84,83,82,75,88,40,77,ST,86,81,83,84,78,79,75,79,74,54,81,66,76,92,90,88,87,88,78,32,78,45,30,28,87,82,72,82,26,High,High,26,Right,17,Premier League,Brazil,Arsenal,73
83,14,Jess Fishlock,84,75,81,80,82,75,73,CM,76,75,82,79,81,75,76,86,66,73,86,83,75,76,89,79,87,80,83,80,54,76,79,67,71,86,69,67,36,High,High,36,Right,15,NWSL,Wales,OL Reign,54
88,14,Caitlin Foord,84,86,77,80,83,45,70,LW,88,85,82,72,78,64,59,80,84,54,85,75,75,83,88,84,83,82,79,43,50,45,45,41,72,91,64,60,29,High,Medium,29,Right,16,Barclays WSL,Australia,Arsenal,61
55,14,Matthias Ginter,84,60,59,71,66,85,80,CB,54,65,55,79,46,53,67,72,68,42,79,74,44,55,49,86,75,61,76,86,83,87,86,78,83,75,84,74,29,High,Medium,29,Right,18,Bundesliga,Germany,SC Freiburg,86
85,14,Serge Gnabry,84,81,84,78,84,43,68,RM,84,79,85,87,82,83,70,80,77,62,83,73,74,86,88,82,82,85,82,38,42,45,44,43,68,75,69,58,28,Medium,Medium,28,Right,17,Bundesliga,Germany,FC Bayern München,77
77,14,Grimaldo,84,87,69,83,84,76,72,LWB,86,87,59,82,82,61,54,84,83,83,83,79,87,84,86,83,83,84,83,79,66,75,78,76,77,90,63,69,28,High,Medium,28,Left,17,Bundesliga,Spain,Leverkusen,67
78,14,Bruno Guimarães,84,71,74,81,84,80,81,CM,69,72,72,78,77,66,65,86,70,62,87,85,79,77,83,85,85,85,87,84,64,80,84,79,76,87,78,84,26,High,High,26,Right,18,Premier League,Brazil,Newcastle Utd,74
11,14,Péter Gulácsi,84,85,84,76,84,43,83,GK,42,44,10,57,12,10,24,44,16,11,35,31,18,41,42,80,25,19,45,23,23,25,16,20,72,37,74,34,33,Medium,Medium,33,Right,19,Bundesliga,Hungary,RB Leipzig,86
78,14,Achraf Hakimi,84,92,75,80,80,75,78,RB,91,93,75,80,73,74,64,78,84,74,82,73,77,83,78,81,82,79,80,78,68,75,76,76,83,92,72,76,25,High,Low,25,Right,18,Ligue 1 Uber Eats,Morocco,Paris SG,73
86,14,Pernille Harder,84,81,78,81,87,27,77,CAM,80,82,78,77,76,73,84,83,78,73,84,78,71,77,71,81,88,90,90,21,76,21,22,23,88,76,81,66,31,High,Medium,31,Right,16,GPFBL,Denmark,FC Bayern München,60
70,14,Fabinho,84,59,69,78,77,82,82,CDM,53,64,63,81,70,47,90,76,75,53,84,82,71,61,62,82,81,78,85,82,75,81,84,82,76,85,80,84,30,Medium,High,30,Right,18,ROSHN Saudi League,Brazil,Al Ittihad,78
62,14,Lucas Hernández,84,76,54,70,70,84,78,CB,74,78,53,62,51,46,42,63,78,39,77,63,59,69,69,84,73,65,77,83,82,85,85,83,87,69,77,90,27,Medium,Medium,27,Left,18,Ligue 1 Uber Eats,France,Paris SG,79
69,14,Pierre-Emile Højbjerg,84,55,73,78,78,81,82,CDM,56,54,68,85,82,64,56,75,68,74,84,84,70,62,65,85,80,79,85,83,65,84,85,73,72,87,78,88,28,High,High,28,Right,18,Premier League,Denmark,Spurs,84
37,14,Amanda Ilestedt,84,68,42,65,63,87,78,CB,62,72,41,51,36,35,58,46,58,52,82,70,51,35,40,79,74,60,79,85,85,88,89,86,84,71,78,83,30,Medium,Medium,30,Right,17,Barclays WSL,Sweden,Arsenal,65
78,14,Reece James,84,80,72,83,82,82,81,RB,78,81,69,83,69,67,62,82,88,76,83,78,83,72,88,83,82,83,84,79,77,82,85,80,89,77,84,77,24,High,Medium,24,Right,17,Premier League,England,Chelsea,87
84,14,Chloe Kelly,84,88,77,85,85,43,67,RW,88,88,74,85,77,71,65,86,89,81,84,84,86,85,83,83,86,85,81,50,50,44,38,38,76,75,75,35,25,High,High,25,Right,16,Barclays WSL,England,Manchester City,58
48,14,Kim Min Jae,84,80,33,58,64,85,84,CB,75,84,23,51,37,24,30,57,35,23,75,69,36,65,65,82,68,57,72,85,79,86,87,85,83,77,88,84,27,Low,High,27,Right,19,Bundesliga,Korea Republic,FC Bayern München,86
13,14,Aubrey Kingsbury,84,85,83,75,85,41,84,GK,37,47,8,56,5,7,11,35,10,12,22,29,10,53,45,78,23,14,50,13,11,13,14,11,51,23,35,23,32,Medium,Medium,32,Right,17,NWSL,United States,Washington Spirit,65
88,14,Fran Kirby,84,85,83,78,88,42,57,CAM,84,85,81,87,81,88,73,77,73,71,82,77,74,90,93,86,89,88,82,35,71,36,43,39,75,67,54,45,30,High,Medium,30,Right,15,Barclays WSL,England,Chelsea,52
85,14,Randal Kolo Muani,84,91,78,73,86,38,67,ST,90,91,82,81,68,80,70,82,64,54,80,62,70,84,83,83,85,88,86,38,79,32,33,32,89,74,74,36,25,High,Medium,25,Right,18,Ligue 1 Uber Eats,France,Paris SG,73
50,14,Kalidou Koulibaly,84,76,48,63,68,84,83,CB,65,85,43,67,38,48,50,65,50,39,71,69,53,45,33,84,72,70,82,83,82,86,85,83,82,68,91,84,32,Medium,High,32,Right,18,ROSHN Saudi League,Senegal,Al Hilal,93
89,14,Eugénie Le Sommer,84,70,85,79,85,43,71,ST,69,70,86,86,84,83,83,83,79,70,83,69,81,78,82,84,87,87,81,33,87,42,40,33,85,70,75,59,34,Medium,High,34,Right,16,D1 Arkema,France,OL,58
82,14,Marcos Llorente,84,89,78,79,80,78,81,RM,87,91,79,84,77,66,65,81,76,63,82,80,75,83,68,83,80,80,79,81,67,79,79,74,84,91,77,80,28,High,Medium,28,Right,18,LALIGA EA SPORTS,Spain,Atlético de Madrid,74
78,14,Stanislav Lobotka,84,71,70,81,83,77,75,CM,76,67,70,73,77,43,56,85,75,55,85,85,75,77,86,84,86,82,77,82,45,78,82,78,69,85,71,76,29,Medium,Medium,29,Right,17,Serie A TIM,Slovakia,Napoli FC,64
85,14,Romelu Lukaku,84,80,84,74,77,38,82,ST,72,86,86,87,75,79,89,75,73,66,77,70,78,59,52,82,78,82,82,27,83,30,41,30,93,64,95,71,30,Medium,Low,30,Left,19,Serie A TIM,Belgium,Roma FC,94
84,14,James Maddison,84,71,81,86,86,54,63,CAM,78,66,80,83,83,77,74,88,83,86,86,85,86,84,83,80,88,86,88,44,35,59,65,42,58,78,53,70,27,High,Medium,27,Right,17,Premier League,England,Spurs,73
82,14,Amel Majri,84,78,75,85,88,81,73,CAM,81,76,78,77,70,62,74,81,90,80,87,77,89,88,84,83,89,89,85,85,74,83,79,75,85,61,76,79,30,Medium,High,30,Left,16,D1 Arkema,France,OL,54
85,14,Lieke Martens,84,77,84,83,87,44,71,LW,78,76,85,84,83,78,79,85,82,80,83,78,90,84,73,81,90,88,85,45,57,47,39,34,77,65,76,66,31,Medium,Low,31,Right,17,D1 Arkema,Holland,Paris SG,66
82,14,Gabriel Martinelli,84,89,78,76,86,46,72,LW,91,88,83,77,73,78,62,79,79,68,79,65,74,87,81,82,84,89,79,39,72,44,44,43,82,82,63,80,22,High,High,22,Right,17,Premier League,Brazil,Arsenal,75
62,14,Lisandro Martínez,84,73,59,78,79,85,83,CB,77,70,52,73,64,56,55,76,75,55,83,83,77,77,82,85,81,76,87,85,75,86,87,84,85,81,80,91,25,Medium,High,25,Left,17,Premier League,Argentina,Manchester Utd,77
86,14,Clara Mateo,84,82,83,81,84,59,72,RM,80,84,85,81,85,79,72,83,74,74,85,79,76,77,78,80,86,85,85,60,73,56,59,48,80,92,66,60,26,High,High,26,Right,16,D1 Arkema,France,Paris FC,60
81,14,Mikel Merino,84,72,78,82,82,83,82,CM,72,72,79,84,78,58,70,83,77,69,86,84,80,74,73,86,85,83,80,85,87,80,84,76,89,83,80,83,27,High,High,27,Left,18,LALIGA EA SPORTS,Spain,Real Sociedad,83
94,14,Thomas Müller,84,59,82,83,79,55,69,CAM,63,56,84,78,79,84,70,87,85,59,85,79,81,67,70,93,84,77,84,58,79,47,57,46,76,80,66,62,34,High,High,34,Right,18,Bundesliga,Germany,FC Bayern München,76
84,14,Yuki Nagasato,84,80,80,81,85,49,73,CAM,83,77,82,79,79,68,72,85,71,72,86,81,72,92,81,82,86,84,81,49,63,48,45,46,79,79,71,68,36,High,Medium,36,Right,16,NWSL,Japan,Chicago Red Stars,56
80,14,Ashleigh Neville,84,77,70,77,77,85,84,RB,77,77,74,69,65,68,59,68,79,69,81,76,78,68,74,79,76,80,81,85,83,86,85,83,91,81,84,86,30,High,High,30,Right,17,Barclays WSL,England,Spurs,64
14,14,Chiamaka Nnadozie,84,84,82,79,86,60,84,GK,59,62,11,59,9,7,13,55,12,13,29,22,14,48,42,79,21,17,57,23,12,22,13,10,69,36,61,35,23,Medium,Medium,23,Right,18,D1 Arkema,Nigeria,Paris FC,68
13,14,Nick Pope,84,82,83,75,86,49,84,GK,50,47,14,56,15,14,22,50,11,12,32,52,13,36,42,80,25,15,63,23,11,19,15,14,71,37,75,36,31,Medium,Medium,31,Right,19,Premier League,England,Newcastle Utd,76
82,14,Adrien Rabiot,84,78,76,80,80,82,84,CM,76,79,72,86,78,72,69,83,73,59,85,84,71,69,69,84,85,80,82,82,79,80,84,80,88,89,83,81,28,Medium,Medium,28,Left,19,Serie A TIM,France,Juventus,80
18,14,Aaron Ramsdale,84,84,79,87,86,48,81,GK,47,50,14,65,15,16,25,65,15,16,56,57,17,53,49,83,36,18,65,24,15,20,16,15,65,35,59,35,25,Medium,Medium,25,Right,19,Premier League,England,Arsenal,77
11,14,Álex Remiro,84,84,78,80,86,42,86,GK,40,46,13,60,11,15,24,35,12,17,36,29,14,69,40,79,26,19,55,20,13,14,17,18,68,42,73,34,28,Medium,Medium,28,Right,19,LALIGA EA SPORTS,Spain,Real Sociedad,79
76,14,Koke,84,69,72,85,79,79,78,CDM,70,68,69,82,75,57,67,85,85,77,86,83,84,70,81,85,83,77,84,82,61,80,83,71,74,85,75,79,31,Medium,Medium,31,Right,17,LALIGA EA SPORTS,Spain,Atlético de Madrid,75
82,14,Trinity Rodman,84,94,81,77,83,43,83,RW,93,94,83,82,80,71,76,78,79,68,81,70,71,88,82,84,84,82,80,41,69,38,42,38,88,88,81,80,21,High,Medium,21,Right,16,NWSL,United States,Washington Spirit,66
76,14,Luis Alberto,84,69,77,85,84,62,58,CM,72,67,75,82,80,76,56,91,69,79,90,88,86,77,83,79,90,83,80,64,49,63,66,59,65,68,64,29,31,Medium,Medium,31,Right,18,Serie A TIM,Spain,Latium,74
85,14,Alessia Russo,84,82,82,68,84,39,72,ST,81,82,86,84,77,77,64,69,64,52,78,54,64,81,73,80,83,86,84,34,89,29,37,35,93,72,79,49,24,Medium,Medium,24,Right,17,Barclays WSL,England,Arsenal,64
81,14,Leroy Sané,84,91,81,80,85,38,68,RM,88,93,80,86,80,84,65,79,81,83,82,70,84,87,81,83,85,86,82,34,72,36,32,35,82,70,66,65,27,Medium,Medium,27,Left,18,Bundesliga,Germany,FC Bayern München,80
56,14,Desiree Scott,84,64,54,70,75,83,85,CDM,66,62,46,69,60,42,51,73,45,51,85,82,45,70,89,76,80,71,80,88,68,85,86,74,81,73,90,90,36,Medium,High,36,Right,15,NWSL,Canada,KC Current,62
58,14,Bremer,84,80,50,56,65,85,83,CB,77,83,49,68,39,38,43,45,46,24,69,69,42,65,67,79,65,62,78,84,85,84,87,83,92,76,85,82,26,Medium,High,26,Right,18,Serie A TIM,Brazil,Juventus,82
30,14,Milan Škriniar,84,78,41,57,67,86,83,CB,74,81,42,50,30,40,56,46,40,30,72,73,34,54,56,84,70,64,87,84,78,88,90,81,88,80,87,77,28,Low,High,28,Right,18,Ligue 1 Uber Eats,Slovakia,Paris SG,80
51,14,Chris Smalling,84,62,47,58,62,87,82,CB,52,71,54,42,35,49,52,56,52,22,65,64,49,54,43,87,65,59,88,84,86,88,89,85,83,75,85,84,34,Medium,High,34,Right,19,Serie A TIM,England,Roma FC,81
15,14,Yann Sommer,84,78,79,83,90,50,84,GK,48,54,13,62,12,8,24,64,13,13,40,36,12,55,58,82,25,15,54,21,10,9,19,12,67,45,68,38,35,Medium,Medium,35,Right,18,Serie A TIM,Switzerland,Inter,79
77,14,Georgia Stanway,84,80,79,80,85,76,75,CDM,81,79,79,75,83,68,86,84,60,74,90,84,69,84,76,85,86,88,69,77,43,82,81,78,67,83,66,87,24,High,High,24,Right,16,GPFBL,England,FC Bayern München,58
42,14,Niklas Süle,84,73,51,68,62,85,85,CB,60,83,36,78,62,59,32,66,48,38,81,82,43,34,44,82,69,60,84,81,81,85,87,87,81,64,95,85,28,Medium,Medium,28,Right,19,Bundesliga,Germany,Borussia Dortmund,99
