Player Name,Rank,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression
Paulina Dudek,147,84,64,46,64,68,88,76,60,68,44,59,35,39,66,53,45,41,80,74,62,57,66,80,70,67,73,86,88,89,90,83,83,66,75,87
Crystal Dunn,147,84,87,77,83,85,77,81,86,88,76,80,76,75,80,84,83,68,86,82,80,83,92,81,87,84,83,79,54,81,80,79,80,84,81,75
Gabriel Jesus,147,84,831,82,751,882,40,773,86,81,83,84,78,79,75,79,74,54,81,66,76,92,90,88,87,88,78,32,78,45,30,28,87,82,72,82
Jess Fishlock,147,84,75,81,80,82,75,73,76,75,82,79,81,75,76,86,66,73,86,83,75,76,89,79,87,80,83,80,54,76,79,67,71,86,69,67
Caitlin Foord,147,84,86,77,80,83,45,70,88,85,82,72,78,64,59,80,84,54,85,75,75,83,88,84,83,82,79,43,50,45,45,41,72,91,64,60
Matthias Ginter,147,84,60,59,71,66,851,801,54,65,55,79,46,53,67,72,68,42,79,74,44,55,49,86,75,61,76,86,83,87,86,78,83,75,84,74
Serge Gnabry,147,84,811,84,781,841,43,681,84,79,85,87,82,83,70,80,77,62,83,73,74,86,88,82,82,85,82,38,42,45,44,43,68,75,69,58
Grimaldo,147,84,87,694,832,841,762,721,86,87,59,82,82,61,54,84,83,83,83,79,87,84,86,83,83,84,83,79,66,75,78,76,77,90,63,69
Bruno Guimarães,147,84,712,747,812,843,804,814,69,72,72,78,77,66,65,86,70,62,87,85,79,77,83,85,85,85,87,84,64,80,84,79,76,87,78,84
Péter Gulácsi,147,84,85,84,76,841,43,83,42,44,10,57,12,10,24,44,16,11,35,31,18,41,42,80,25,19,45,23,23,25,16,20,72,37,74,34
Achraf Hakimi,147,84,92,75,801,80,75,78,91,93,75,80,73,74,64,78,84,74,82,73,77,83,78,81,82,79,80,78,68,75,76,76,83,92,72,76
Pernille Harder,147,84,81,78,81,87,27,77,80,82,78,77,76,73,84,83,78,73,84,78,71,77,71,81,88,90,90,21,76,21,22,23,88,76,81,66
Fabinho,147,84,597,69,78,77,824,821,53,64,63,81,70,47,90,76,75,53,84,82,71,61,62,82,81,78,85,82,75,81,84,82,76,85,80,84
Lucas Hernández,147,84,761,54,70,701,84,782,74,78,53,62,51,46,42,63,78,39,77,63,59,69,69,84,73,65,77,83,82,85,85,83,87,69,77,90
Pierre-Emile Højbjerg,147,84,55,73,781,781,811,82,56,54,68,85,82,64,56,75,68,74,84,84,70,62,65,85,80,79,85,83,65,84,85,73,72,87,78,88
Amanda Ilestedt,147,84,68,42,65,63,87,78,62,72,41,51,36,35,58,46,58,52,82,70,51,35,40,79,74,60,79,85,85,88,89,86,84,71,78,83
Reece James,147,84,801,722,831,82,822,811,78,81,69,83,69,67,62,82,88,76,83,78,83,72,88,83,82,83,84,79,77,82,85,80,89,77,84,77
Chloe Kelly,147,84,88,77,85,85,43,67,88,88,74,85,77,71,65,86,89,81,84,84,86,85,83,83,86,85,81,50,50,44,38,38,76,75,75,35
Kim Min Jae,147,84,80,33,581,642,856,84,75,84,23,51,37,24,30,57,35,23,75,69,36,65,65,82,68,57,72,85,79,86,87,85,83,77,88,84
Aubrey Kingsbury,147,84,85,83,75,85,41,84,37,47,8,56,5,7,11,35,10,12,22,29,10,53,45,78,23,14,50,13,11,13,14,11,51,23,35,23
Fran Kirby,147,84,85,83,78,88,42,57,84,85,81,87,81,88,73,77,73,71,82,77,74,90,93,86,89,88,82,35,71,36,43,39,75,67,54,45
Randal Kolo Muani,147,84,917,786,7310,866,38,675,90,91,82,81,68,80,70,82,64,54,80,62,70,84,83,83,85,88,86,38,79,32,33,32,89,74,74,36
Kalidou Koulibaly,147,84,766,4815,634,68,844,832,65,85,43,67,38,48,50,65,50,39,71,69,53,45,33,84,72,70,82,83,82,86,85,83,82,68,91,84
Eugénie Le Sommer,147,84,70,85,79,85,43,71,69,70,86,86,84,83,83,83,79,70,83,69,81,78,82,84,87,87,81,33,87,42,40,33,85,70,75,59
Marcos Llorente,147,84,891,781,792,802,78,81,87,91,79,84,77,66,65,81,76,63,82,80,75,83,68,83,80,80,79,81,67,79,79,74,84,91,77,80
Stanislav Lobotka,147,84,71,702,812,832,774,755,76,67,70,73,77,43,56,85,75,55,85,85,75,77,86,84,86,82,77,82,45,78,82,78,69,85,71,76
Romelu Lukaku,147,84,80,841,741,77,38,82,72,86,86,87,75,79,89,75,73,66,77,70,78,59,52,82,78,82,82,27,83,30,41,30,93,64,95,71
James Maddison,147,84,712,813,862,861,54,631,78,66,80,83,83,77,74,88,83,86,86,85,86,84,83,80,88,86,88,44,35,59,65,42,58,78,53,70
Amel Majri,147,84,78,75,85,88,81,73,81,76,78,77,70,62,74,81,90,80,87,77,89,88,84,83,89,89,85,85,74,83,79,75,85,61,76,79
Lieke Martens,147,84,77,84,83,87,44,71,78,76,85,84,83,78,79,85,82,80,83,78,90,84,73,81,90,88,85,45,57,47,39,34,77,65,76,66
Gabriel Martinelli,147,84,892,787,768,866,461,724,91,88,83,77,73,78,62,79,79,68,79,65,74,87,81,82,84,89,79,39,72,44,44,43,82,82,63,80
Lisandro Martínez,147,84,731,591,782,792,853,83,77,70,52,73,64,56,55,76,75,55,83,83,77,77,82,85,81,76,87,85,75,86,87,84,85,81,80,91
Clara Mateo,147,84,82,83,81,84,59,72,80,84,85,81,85,79,72,83,74,74,85,79,76,77,78,80,86,85,85,60,73,56,59,48,80,92,66,60
Mikel Merino,147,84,721,78,821,82,831,821,72,72,79,84,78,58,70,83,77,69,86,84,80,74,73,86,85,83,80,85,87,80,84,76,89,83,80,83
Thomas Müller,147,84,5910,822,83,791,551,692,63,56,84,78,79,84,70,87,85,59,85,79,81,67,70,93,84,77,84,58,79,47,57,46,76,80,66,62
Yuki Nagasato,147,84,80,80,81,85,49,73,83,77,82,79,79,68,72,85,71,72,86,81,72,92,81,82,86,84,81,49,63,48,45,46,79,79,71,68
Ashleigh Neville,147,84,77,70,77,77,85,84,77,77,74,69,65,68,59,68,79,69,81,76,78,68,74,79,76,80,81,85,83,86,85,83,91,81,84,86
Chiamaka Nnadozie,147,84,84,82,79,86,60,84,59,62,11,59,9,7,13,55,12,13,29,22,14,48,42,79,21,17,57,23,12,22,13,10,69,36,61,35
Nick Pope,147,84,822,831,75,863,49,844,50,47,14,56,15,14,22,50,11,12,32,52,13,36,42,80,25,15,63,23,11,19,15,14,71,37,75,36
Adrien Rabiot,147,84,783,763,804,801,826,845,76,79,72,86,78,72,69,83,73,59,85,84,71,69,69,84,85,80,82,82,79,80,84,80,88,89,83,81
Aaron Ramsdale,147,84,841,792,872,862,48,813,47,50,14,65,15,16,25,65,15,16,56,57,17,53,49,83,36,18,65,24,15,20,16,15,65,35,59,35
Álex Remiro,147,84,841,782,801,862,42,861,40,46,13,60,11,15,24,35,12,17,36,29,14,69,40,79,26,19,55,20,13,14,17,18,68,42,73,34
Koke,147,84,691,72,851,79,791,781,70,68,69,82,75,57,67,85,85,77,86,83,84,70,81,85,83,77,84,82,61,80,83,71,74,85,75,79
Trinity Rodman,147,84,94,81,77,83,43,83,93,94,83,82,80,71,76,78,79,68,81,70,71,88,82,84,84,82,80,41,69,38,42,38,88,88,81,80
Luis Alberto,147,84,6915,772,851,841,625,581,72,67,75,82,80,76,56,91,69,79,90,88,86,77,83,79,90,83,80,64,49,63,66,59,65,68,64,29
Alessia Russo,147,84,82,82,68,84,39,72,81,82,86,84,77,77,64,69,64,52,78,54,64,81,73,80,83,86,84,34,89,29,37,35,93,72,79,49
Leroy Sané,147,84,913,81,80,85,38,682,88,93,80,86,80,84,65,79,81,83,82,70,84,87,81,83,85,86,82,34,72,36,32,35,82,70,66,65
Desiree Scott,147,84,64,54,70,75,83,85,66,62,46,69,60,42,51,73,45,51,85,82,45,70,89,76,80,71,80,88,68,85,86,74,81,73,90,90
Bremer,147,84,802,50,56,65,851,834,77,83,49,68,39,38,43,45,46,24,69,69,42,65,67,79,65,62,78,84,85,84,87,83,92,76,85,82
Milan Škriniar,147,84,78,41,57,672,862,833,74,81,42,50,30,40,56,46,40,30,72,73,34,54,56,84,70,64,87,84,78,88,90,81,88,80,87,77
Chris Smalling,147,84,62,47,58,622,874,822,52,71,54,42,35,49,52,56,52,22,65,64,49,54,43,87,65,59,88,84,86,88,89,85,83,75,85,84
Yann Sommer,147,84,78,792,831,90,50,842,48,54,13,62,12,8,24,64,13,13,40,36,12,55,58,82,25,15,54,21,10,9,19,12,67,45,68,38
Georgia Stanway,147,84,80,79,80,85,76,75,81,79,79,75,83,68,86,84,60,74,90,84,69,84,76,85,86,88,69,77,43,82,81,78,67,83,66,87
Niklas Süle,147,84,732,513,682,623,85,852,60,83,36,78,62,59,32,66,48,38,81,82,43,34,44,82,69,60,84,81,81,85,87,87,81,64,95,85
Aurélien Tchouaméni,147,84,733,691,79,78,81,811,74,72,65,78,75,50,55,82,68,53,85,84,76,72,70,83,81,78,83,84,74,81,82,79,84,83,81,80
Fikayo Tomori,147,84,86,40,591,66,86,821,80,90,33,56,45,32,27,48,53,40,73,63,38,74,71,84,66,61,81,85,83,86,90,82,92,74,84,83
Marta Torrejón,147,84,64,54,76,73,85,74,60,68,51,71,51,36,50,70,86,51,83,65,65,62,69,88,81,69,81,86,81,87,83,82,79,80,72,72
Marta,147,84,72,82,85,88,44,74,74,70,80,85,79,89,86,92,85,84,82,79,89,80,92,78,88,90,89,47,53,48,37,36,71,83,71,73
Kyle Walker,147,84,901,63,77,78,791,811,85,94,51,86,69,57,63,69,77,71,81,81,76,66,69,85,81,79,75,78,72,75,85,83,87,81,80,84
Caroline Weir,147,84,72,83,84,84,74,67,72,72,83,86,86,70,61,86,73,84,89,82,83,70,88,83,85,85,85,76,60,75,80,63,70,83,61,62
Francesco Acerbi,229,83,602,50,64,64,861,802,61,59,37,75,60,39,61,65,34,56,75,79,58,32,33,85,71,65,86,85,84,87,87,83,86,68,85,80
Rasheedat Ajibade,229,83,88,83,70,84,37,76,88,88,85,82,81,80,70,69,69,70,75,60,75,77,82,81,85,85,82,21,75,31,40,42,91,84,84,42
Jordi Alba,229,83,84,70,82,811,761,70,86,83,73,64,66,75,59,78,84,63,85,81,82,88,84,79,82,79,80,80,70,72,78,78,78,83,61,75
Marco Asensio,229,83,811,811,81,83,43,631,83,80,77,88,87,79,62,80,81,76,81,82,84,80,76,78,87,83,82,45,57,40,42,39,73,75,63,45
Wissam Ben Yedder,229,83,801,84,78,871,39,68,81,80,87,84,74,85,85,80,74,76,83,66,82,91,91,83,87,86,85,44,74,34,33,26,81,72,68,62
Hannah Blundell,229,83,71,54,72,72,83,72,70,71,56,61,43,43,52,48,79,56,84,76,63,64,75,82,78,67,76,85,75,84,84,81,76,82,65,77
Barbara Bonansea,229,83,79,81,75,86,29,74,80,79,84,78,79,79,71,78,75,67,79,69,70,78,68,88,88,88,80,25,75,28,19,28,82,83,70,70
Sven Botman,229,83,657,37,633,664,844,84,53,75,24,65,37,27,37,59,43,28,79,76,47,57,34,83,74,63,77,82,81,85,84,84,84,70,90,86
Mathilde Bourdieu,229,83,80,84,71,82,36,74,83,77,87,84,83,81,71,71,64,69,80,59,71,73,83,82,87,80,80,26,72,34,34,30,88,72,82,53
Marcelo Brozović,229,83,663,74,81,801,801,78,68,65,69,80,84,65,69,82,73,74,84,83,79,79,84,77,83,78,82,83,70,78,84,82,73,93,68,86
Klara Bühl,229,83,82,85,77,83,34,69,81,82,89,83,84,78,70,77,78,64,80,72,71,88,76,83,85,83,73,41,77,34,21,20,86,80,73,40
Sergio Busquets,229,83,375,62,79,79,811,73,35,38,67,61,54,50,60,82,62,68,87,85,66,66,50,80,85,80,89,83,68,83,83,79,64,75,71,77
Emre Can,229,83,791,78,77,791,82,87,67,88,74,85,80,73,79,75,64,64,85,80,77,70,74,83,79,81,83,80,81,80,86,80,87,84,86,92
Ellie Carpenter,229,83,81,51,78,77,81,78,82,80,45,68,48,42,43,65,87,41,84,85,71,71,78,78,80,76,84,83,68,79,87,81,83,73,79,78
Arianna Caruso,229,83,74,79,82,87,70,72,75,73,80,74,79,86,73,84,80,77,86,75,80,80,79,85,89,89,79,72,76,62,74,67,79,84,64,75
Steph Catley,229,83,85,66,80,78,78,76,83,86,70,68,59,60,52,67,84,75,86,76,82,82,74,80,82,75,80,82,75,80,77,74,85,83,75,66
Andreas Christensen,229,83,671,32,682,711,851,762,57,76,36,37,20,25,36,62,51,39,83,79,41,61,61,84,79,67,79,86,80,86,86,84,80,73,78,75
Erin Cuthbert,229,83,78,80,81,82,75,69,77,79,80,79,86,68,66,84,78,77,84,80,76,62,87,82,85,84,81,78,56,69,83,80,71,85,65,60
Ludmila,229,83,87,81,69,84,38,79,87,87,82,83,82,80,65,75,61,65,75,54,77,88,82,82,84,85,75,37,78,42,19,41,94,80,88,51
Sergi Darder,229,83,811,762,82,83,74,77,80,82,74,83,78,74,60,84,75,65,86,85,83,82,75,80,84,84,85,76,60,75,76,75,78,84,75,75
Alphonso Davies,229,83,951,66,781,841,742,77,96,95,64,74,63,59,58,77,85,44,82,71,72,86,83,84,84,85,78,78,70,71,74,74,86,81,75,77
Ángel Di María,229,83,781,781,862,892,48,67,80,76,74,80,86,78,73,89,85,88,87,81,92,91,75,81,91,90,89,42,53,41,55,52,69,73,61,72
Sara Doorsoun,229,83,76,58,74,76,85,78,71,80,53,68,62,58,56,74,66,42,83,79,64,82,80,84,81,70,79,83,81,86,85,86,84,83,73,82
Edin Džeko,229,83,594,84,721,77,45,761,55,62,87,86,77,83,67,74,63,54,77,75,65,62,55,84,84,77,87,50,87,54,28,16,79,67,86,61
Christian Eriksen,229,83,592,771,891,811,512,531,62,57,72,84,84,80,72,90,88,87,90,90,89,68,72,81,90,77,88,52,52,55,57,22,57,74,50,35
Magdalena Eriksson,229,83,64,46,72,66,85,81,64,64,40,56,44,47,56,57,73,52,80,83,63,69,61,86,71,59,84,80,88,89,83,81,87,77,81,86
Nabil Fekir,229,83,821,811,811,861,391,80,87,78,80,84,81,77,74,83,81,79,81,77,83,84,91,78,84,87,88,36,50,36,43,30,78,77,80,82
Enzo Fernández,229,83,731,732,815,802,753,791,77,70,66,83,79,75,70,86,66,69,86,88,77,76,77,81,83,78,80,74,66,77,77,74,79,85,75,82
Nacho Fernández,229,83,75,37,69,711,82,80,69,79,32,54,28,38,45,53,70,37,84,67,55,65,76,81,79,64,75,83,79,83,83,81,84,80,79,80
Rafa,229,83,932,774,772,86,50,542,94,93,79,77,77,68,59,83,78,56,77,76,81,90,89,84,85,86,81,58,49,52,47,39,62,84,40,47
Jorginho,229,83,531,67,842,81,741,73,63,45,65,71,61,68,89,84,75,76,89,88,75,72,72,82,87,79,84,80,56,71,80,70,66,86,66,77
Adrianna Franch,229,83,82,83,78,83,39,84,37,41,12,59,14,12,32,40,17,15,26,32,14,56,59,80,25,16,54,23,16,17,19,20,61,40,56,27
Pau Torres,229,83,721,38,681,70,84,81,69,75,28,58,40,41,42,67,55,28,80,78,45,67,52,80,80,64,73,83,85,84,85,83,87,80,81,79
Laura Freigang,229,83,81,84,72,81,26,72,82,81,88,80,83,79,70,79,45,68,81,77,69,66,79,86,85,82,81,20,81,21,21,17,90,80,77,46
Jeremie Frimpong,229,83,94,562,752,841,742,70,96,92,62,53,48,43,39,81,84,47,77,61,77,91,90,78,81,85,79,76,49,75,78,75,73,85,61,75
Cody Gakpo,229,83,852,82,781,84,421,731,87,84,83,86,83,75,68,79,83,76,78,70,78,80,71,81,85,86,83,39,68,43,38,28,84,76,76,60
Leah Galton,229,83,73,82,82,82,60,79,72,73,82,86,83,76,62,84,83,67,86,78,76,65,65,86,85,84,84,61,68,56,62,60,82,81,85,62
Vanessa Gilles,229,83,62,38,53,53,86,81,60,64,27,68,32,33,38,32,25,35,77,70,38,42,63,77,65,43,64,81,88,86,89,81,82,64,90,81
José María Giménez,229,83,71,46,581,611,85,821,70,71,37,73,48,34,40,46,47,44,71,68,37,56,57,78,66,55,75,84,82,87,85,85,88,71,85,87
Alex Greenwood,229,83,70,64,79,74,84,81,69,71,60,76,63,43,85,57,79,82,87,89,80,65,70,79,84,67,85,84,83,85,84,78,84,86,75,89
Giulia Gwinn,229,83,80,59,77,84,80,69,82,78,54,64,60,65,61,71,82,39,82,81,78,85,80,83,81,87,76,79,77,82,81,79,82,81,62,67
Sébastien Haller,229,83,623,811,631,762,52,811,59,64,85,85,65,85,85,73,42,46,77,53,57,67,59,86,82,74,83,36,85,40,61,56,87,73,90,67
Marina Hegering,229,83,66,51,64,71,84,80,65,66,60,50,35,37,58,42,40,60,84,78,64,73,74,81,78,62,83,78,86,86,86,82,86,75,80,84
Jonas Hofmann,229,83,763,793,833,811,64,731,75,76,84,74,76,69,71,86,80,75,84,82,77,79,78,83,81,82,82,75,48,70,57,57,66,90,66,70
Mats Hummels,229,83,53,581,76,702,861,78,39,65,55,71,49,64,68,80,65,53,81,85,66,60,62,86,74,67,89,87,86,88,85,82,74,65,87,72
Borja Iglesias,229,83,693,842,661,762,40,821,65,72,86,85,77,73,92,73,50,65,76,63,51,57,67,80,82,76,82,32,82,40,36,27,89,70,92,70
Lauren James,229,83,87,78,80,85,28,80,90,84,77,85,78,71,70,81,86,73,78,78,81,63,77,79,90,89,74,22,66,24,26,24,89,73,90,63
Dominique Janssen,229,83,78,59,75,75,83,80,74,82,54,75,54,47,66,70,64,74,84,76,74,71,75,85,79,72,78,82,84,83,83,88,88,78,78,85
Meghan Klingenberg,229,83,77,54,74,78,82,79,79,75,45,68,61,53,48,62,84,58,79,71,79,84,91,79,79,73,82,85,74,87,78,81,85,79,78,81
Filip Kostić,229,83,851,762,82,82,702,80,85,85,72,86,78,75,66,80,90,80,81,79,85,76,79,80,82,84,82,69,59,69,74,72,80,90,77,76
Racheal Kundananji,229,83,91,82,69,83,40,87,91,91,85,81,77,78,75,69,69,73,70,60,76,80,78,80,84,85,81,40,79,35,35,35,95,82,91,80
Alexandre Lacazette,229,83,722,843,771,83,44,773,71,73,86,85,78,81,83,81,70,74,82,72,74,82,83,84,84,83,84,42,76,39,45,32,84,72,79,74
Konrad Laimer,229,83,804,691,771,781,81,791,82,78,69,74,68,60,54,78,78,47,81,77,70,76,77,83,78,77,79,86,69,84,81,77,79,90,69,89
Hugo Lloris,229,83,853,803,704,862,601,813,61,59,10,53,14,15,40,57,13,10,52,55,12,54,56,81,29,12,55,25,9,24,12,18,60,41,43,31
Gianluca Mancini,229,83,67,45,544,623,832,861,59,73,48,51,34,40,47,51,34,34,67,68,38,34,57,83,76,55,80,84,83,84,84,79,84,87,83,94
Dzsenifer Marozsán,229,83,74,81,85,86,57,74,76,73,77,88,79,88,90,85,86,83,86,78,92,80,68,80,88,89,86,69,61,55,53,51,79,64,79,73
Griedge Mbock,229,83,63,55,66,65,85,81,62,64,51,73,48,44,59,50,59,45,80,77,52,58,53,77,72,61,79,82,88,82,90,82,82,68,87,83
Alex Meret,229,83,834,807,722,865,44,836,41,48,17,54,17,20,21,25,15,21,30,25,20,46,48,76,25,16,67,22,19,10,21,12,67,29,65,22
Morata,229,83,822,824,72,791,31,792,81,83,85,82,75,81,75,77,72,50,76,63,78,74,63,83,83,79,78,26,85,37,14,20,93,79,81,69
Gerard Moreno,229,83,771,851,77,812,46,72,77,77,88,82,81,81,85,78,77,62,79,75,77,77,72,82,82,83,80,42,82,44,41,41,87,77,73,61
Casey Murphy,229,83,84,82,74,85,40,86,40,41,12,56,11,11,19,39,16,14,24,18,14,58,51,71,18,14,38,15,15,12,12,16,60,27,54,18
Alyssa Naeher,229,83,85,81,83,82,46,87,45,48,19,62,14,12,42,39,17,15,28,31,14,57,56,70,26,16,56,21,16,18,19,20,62,39,54,25
Katharina Naschenweng,229,83,77,50,77,79,82,74,75,78,41,54,60,41,62,70,80,57,81,82,65,80,81,80,80,78,71,81,76,82,84,81,80,84,67,78
Kelley O'Hara,229,83,84,56,73,76,81,75,83,84,48,73,62,58,45,58,81,61,79,71,77,80,80,78,78,72,81,79,78,82,80,84,88,79,76,62
Dani Olmo,229,83,681,76,821,86,50,591,77,61,74,79,77,76,66,85,78,75,86,79,75,86,86,84,86,87,82,57,43,50,50,44,60,76,54,51
Willi Orban,229,83,581,36,563,56,851,81,50,65,38,37,29,31,41,44,39,32,74,68,28,48,56,82,59,52,72,83,85,86,86,81,90,68,85,83
Oyarzabal,229,83,773,83,801,831,41,62,78,76,85,80,81,74,84,82,80,78,82,73,77,77,77,79,85,84,83,29,60,55,32,30,70,79,57,52
Gavi,229,83,76,662,781,852,684,703,77,75,71,56,70,49,51,83,69,47,84,82,74,86,90,86,85,86,74,79,42,59,78,72,62,84,58,85
Palhinha,229,83,621,672,711,764,842,89,58,66,64,80,65,54,56,71,59,45,78,79,65,63,50,79,80,77,83,81,78,83,87,86,84,87,89,94
Benjamin Pavard,229,83,704,627,731,721,854,78,68,72,49,80,70,81,51,66,75,51,79,78,66,66,66,84,77,68,78,86,84,85,86,83,85,81,78,74
Lorenzo Pellegrini,229,83,79,761,83,831,74,78,79,79,75,79,76,74,80,87,74,79,88,83,74,80,82,85,87,80,84,72,74,73,76,73,83,90,74,74
Pauline Peyraud-Magnin,229,83,81,80,82,85,47,84,51,40,11,62,11,9,12,31,13,15,29,25,17,58,44,81,22,15,38,19,11,15,14,15,57,35,43,24
Claudia Pina,229,83,73,82,81,82,45,68,73,73,87,82,80,61,64,84,77,82,84,75,81,82,84,86,83,83,65,37,69,31,55,51,67,75,65,69
Lara Prašnikar,229,83,75,84,69,83,44,75,75,75,90,75,83,84,70,76,46,68,81,66,67,73,75,84,88,84,72,51,80,41,34,36,84,84,73,67
Christen Press,229,83,84,83,80,84,46,75,82,85,85,81,82,82,82,79,75,75,86,75,78,83,64,81,88,84,84,43,82,42,42,38,89,86,73,62
Mayra Ramírez,229,83,89,83,75,85,33,86,88,90,85,83,81,80,75,81,75,61,78,65,68,91,86,81,84,85,81,22,79,32,24,34,95,93,88,71
Felicitas Rauch,229,83,80,51,71,76,81,76,78,81,36,68,65,41,57,50,79,80,79,67,77,81,90,83,80,70,70,79,75,83,83,81,83,83,73,73
Marco Reus,229,83,655,831,831,85,53,632,72,60,84,84,81,84,81,84,83,85,85,78,87,81,81,84,86,85,86,56,44,59,47,59,63,66,66,51
Guido Rodríguez,229,83,51,581,721,702,851,803,55,47,43,80,69,47,53,73,59,62,82,75,55,47,45,78,76,72,71,86,74,86,88,85,77,76,80,84
Alessio Romagnoli,229,83,693,40,561,692,852,803,69,69,30,63,46,28,34,45,36,24,75,69,35,55,54,82,75,68,77,85,81,86,86,86,87,68,84,82
Martina Rosucci,229,83,74,70,80,83,79,76,72,75,64,75,80,70,62,83,65,64,88,83,75,74,75,83,86,83,83,80,58,82,82,80,74,78,75,78
William Saliba,229,83,824,39,692,732,844,823,77,86,35,60,23,34,47,62,58,35,83,76,55,50,59,84,81,72,81,82,72,85,87,83,87,70,87,83
Patrik Schick,229,83,791,803,71,812,371,76,75,83,82,82,77,80,61,74,64,56,78,64,78,83,67,81,82,81,84,25,85,44,29,19,91,69,83,65
Nico Schlotterbeck,229,83,782,582,671,731,851,824,79,77,51,75,63,51,38,68,48,38,77,81,49,68,66,83,72,73,77,83,85,84,87,82,93,73,84,83
Sophie Schmidt,229,83,53,75,77,78,80,73,52,53,74,76,78,65,76,85,62,68,83,81,67,55,71,84,85,79,82,85,63,78,86,78,68,79,72,68
Tabea Sellner,229,83,81,80,80,82,28,70,82,80,79,84,83,72,70,86,80,60,84,71,69,81,72,87,84,81,76,22,59,28,24,20,69,76,69,65
Luke Shaw,229,83,76,573,824,791,812,78,74,77,46,78,56,65,38,80,85,67,84,77,86,71,74,81,83,78,84,83,76,81,83,79,84,75,77,85
Unai Simón,229,83,842,79,77,85,49,841,48,50,14,58,13,17,24,48,16,14,38,34,20,37,47,77,16,12,46,26,18,11,18,12,73,44,76,29
Christine Sinclair,229,83,66,86,83,82,44,82,65,67,84,90,86,86,86,87,77,75,86,83,78,57,62,78,88,84,93,49,74,42,35,34,84,77,90,67
Sherida Spitse,229,83,66,76,85,73,79,80,65,66,67,88,86,78,87,75,86,87,86,89,91,69,70,75,79,69,88,85,60,77,82,85,74,83,80,76
Raheem Sterling,229,83,855,782,762,851,45,67,90,80,79,78,78,67,73,76,78,74,77,67,80,94,93,86,81,86,77,30,46,47,53,45,71,77,65,59
Ella Toone,229,83,81,79,77,85,51,65,83,80,80,83,76,75,59,82,76,56,83,70,70,67,84,83,82,92,82,45,69,41,57,56,78,84,64,38
Glódís Perla Viggósdóttir,229,83,72,54,67,61,86,77,71,73,53,64,48,49,64,61,42,58,83,77,63,66,76,86,80,41,73,82,86,88,87,84,86,78,74,80
Dušan Vlahović,229,83,80,85,66,791,291,823,77,83,88,84,82,78,79,68,57,79,71,59,75,63,53,85,85,81,80,24,79,19,26,24,91,79,88,69
Lia Wälti,229,83,80,62,77,83,81,76,80,80,56,69,66,68,63,79,65,45,86,80,73,81,73,79,84,85,77,82,69,81,85,82,80,85,73,72
Lynn Williams,229,83,92,82,74,81,46,73,91,92,82,83,79,77,83,71,73,73,78,69,70,83,80,84,84,79,83,46,81,40,42,38,91,84,72,59
André-Franck Zambo Anguissa,229,83,78,68,721,81,811,862,79,78,66,74,70,54,60,76,62,45,80,74,59,76,77,83,82,82,82,84,72,80,86,75,88,85,87,85
Piotr Zieliński,229,83,81,771,81,86,711,631,83,79,75,79,83,75,58,84,73,65,85,81,80,85,79,81,87,87,75,77,52,69,74,71,68,79,57,56
Manuel Akanji,327,82,77,48,70,722,83,78,75,79,38,75,48,42,40,65,55,59,82,80,54,66,67,82,75,71,78,82,79,83,85,82,87,71,80,77
Robert Andrich,327,82,576,76,76,73,812,85,59,56,74,84,80,70,62,73,71,76,80,78,78,63,59,80,76,74,73,82,74,82,84,77,80,87,83,88
Joelinton,327,82,782,714,7610,826,8114,884,72,82,73,81,61,60,61,83,71,38,83,78,58,68,73,83,85,84,82,83,82,79,83,76,91,88,87,88
Ramona Bachmann,327,82,71,81,78,83,53,78,74,69,83,77,86,69,69,84,79,69,80,70,74,79,80,85,86,82,75,56,61,53,51,43,78,72,80,79
Sandy Baltimore,327,82,84,70,85,84,64,69,89,80,70,67,69,62,74,87,87,70,87,81,90,81,91,72,87,84,80,70,43,66,67,61,65,74,71,58
Roberto Firmino,327,82,704,771,79,87,581,771,72,69,76,77,76,79,72,83,73,65,84,76,81,83,86,85,88,87,88,58,78,52,64,42,83,84,73,75
Lineth Beerensteyn,327,82,89,79,71,86,52,75,90,89,85,77,74,65,64,70,67,57,79,66,72,82,88,85,87,87,77,48,68,52,52,45,85,77,77,63
Rodrigo Bentancur,327,82,703,675,812,833,791,77,70,70,66,69,65,71,67,83,76,68,85,83,71,70,76,79,85,85,86,82,65,79,83,78,74,86,72,78
Nicole Billa,327,82,82,83,68,82,42,80,81,82,87,81,80,79,66,65,71,69,75,50,70,76,84,78,84,82,78,42,78,42,33,34,92,69,87,73
Eduardo Camavinga,327,82,793,66,802,821,76,802,78,79,62,73,69,59,62,77,76,59,85,84,72,81,79,79,86,80,82,77,64,75,80,79,81,81,80,78
Carvajal,327,82,82,54,761,791,771,79,80,83,51,68,47,49,45,72,80,47,80,74,76,78,83,78,81,78,80,77,70,75,80,81,81,84,74,85
Alana Cook,327,82,54,42,59,61,85,79,48,59,34,56,45,37,41,62,41,40,71,62,45,43,67,75,67,58,72,85,81,87,86,84,81,70,84,79
