Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age,Foot,Height,League,Nation,Team,Weight,Reflexes,Positioning2,Kicking,Handling,Diving
7,733,GK,77,79,78,45,81,75,75,Adriana Nanclares,50,37,9,56,10,7,12,27,9,11,15,23,10,56,44,77,11,10,32,14,11,9,17,18,53,16,36,18,21,Medium,Medium,21,Right,170CM,Liga F,Spain,Athletic Club,52KG,,,,,
10,733,GK,76,79,791,52,841,86,731,Stefan Ortega,51,53,15,65,12,13,24,66,18,12,40,55,16,42,54,78,38,20,56,27,20,29,12,15,73,33,73,29,31,Medium,Medium,31,Right,185CM,Premier League,Germany,Manchester City,88KG,,,,,
8,733,GK,79,79,80,33,79,79,77,Andreea Părăluță,36,28,8,59,11,9,12,32,11,13,15,26,11,57,45,75,17,15,31,17,13,11,18,18,49,18,35,21,29,Medium,Medium,29,Right,172CM,Liga F,Romania,Levante UD,63KG,,,,,
12,733,GK,79,79,79,57,81,71,79,Mattia Perin,57,56,11,53,17,19,21,44,11,13,33,31,15,53,30,74,23,19,65,19,12,20,12,19,63,30,52,25,31,Medium,Medium,31,Right,188CM,Serie A TIM,Italy,Juventus,77KG,,,,,
11,733,GK,81,79,79,47,83,76,71,Constance Picaud,46,49,9,57,9,10,15,45,11,13,31,27,14,48,51,74,30,21,43,18,13,20,11,10,53,30,39,25,25,Medium,Medium,25,Right,180CM,D1 Arkema,France,Paris SG,62KG,,,,,
10,733,GK,85,79,76,59,80,76,77,Ellie Roebuck,58,61,10,57,13,12,21,68,10,10,28,31,11,54,51,67,25,11,52,15,11,13,12,13,68,31,61,26,24,Medium,Medium,24,Right,174CM,Barclays WSL,England,Manchester City,67KG,,,,,
14,733,GK,792,79,807,47,791,691,809,Frederik Rønnow,48,45,9,52,13,7,17,48,14,7,25,30,16,34,40,74,12,13,31,12,12,15,11,13,66,32,67,17,31,Medium,Medium,31,Right,188CM,Bundesliga,Denmark,Union Berlin,81KG,,,,,
18,733,GK,77,79,80,36,80,741,78,Matz Sels,37,35,16,56,18,19,22,49,16,17,38,32,17,36,34,78,33,19,62,17,14,14,15,14,64,26,67,29,31,Medium,Medium,31,Right,190CM,Ligue 1 Uber Eats,Belgium,Strasbourg,88KG,,,,,
14,733,GK,81,79,80,59,83,60,77,Marco Silvestri,58,61,20,45,16,20,16,47,12,11,22,20,16,65,34,72,20,18,44,11,12,8,18,16,68,34,60,31,32,Medium,Medium,32,Right,191CM,Serie A TIM,Italy,Udinese,80KG,,,,,
12,733,GK,804,79,791,41,834,733,774,Pietro Terracciano,40,42,11,55,11,16,22,42,13,12,27,21,12,41,45,70,22,15,63,16,15,20,11,19,63,33,60,19,33,Medium,Medium,33,Right,193CM,Serie A TIM,Italy,Fiorentina,78KG,,,,,
13,733,GK,802,79,802,32,833,63,78,Lars Unnerstall,30,34,13,47,12,15,16,42,10,11,26,24,13,20,20,69,19,16,58,21,10,11,17,15,60,35,82,36,33,Medium,Medium,33,Right,198CM,Eredivisie,Germany,FC Twente,103KG,,,,,
17,982,GK,814,78,762,55,804,741,772,Alphonse Areola,56,54,19,56,14,16,25,59,20,16,48,55,16,58,58,71,22,15,64,23,14,13,18,12,75,38,79,26,30,Medium,Medium,30,Right,195CM,Premier League,France,West Ham,94KG,,,,,
10,982,GK,802,78,742,4810,782,78,75,Justin Bijlow,48,48,10,59,10,10,16,58,10,10,33,44,10,56,32,77,21,11,54,10,11,16,12,14,67,30,70,22,25,Medium,Medium,25,Right,188CM,Eredivisie,Holland,Feyenoord,76KG,,,,,
12,982,GK,79,78,802,45,81,74,70,Andre Blake,43,49,13,56,11,11,19,41,12,12,32,33,24,48,42,71,28,11,62,15,24,14,14,13,68,41,68,27,33,Medium,Medium,33,Right,188CM,MLS,Jamaica,Philadelphia,79KG,,,,,
10,982,GK,77,78,77,42,78,75,79,Emily Boyd,42,42,10,56,24,8,24,37,14,10,25,28,9,48,58,73,16,12,33,12,11,9,12,17,64,35,68,18,27,Medium,Medium,27,Right,173CM,NWSL,United States,Chicago Red Stars,70KG,,,,,
20,982,GK,76,78,794,494,79,77,782,Jean Butez,52,44,17,58,11,17,21,60,14,14,38,56,13,37,54,73,31,30,42,17,20,13,12,13,68,42,62,21,28,Medium,Medium,28,Right,188CM,1A Pro League,France,Royal Antwerp FC,86KG,,,,,
14,982,GK,791,78,81,54,766,742,761,Uğurcan Çakır,53,56,13,56,19,20,23,60,15,20,32,27,18,49,58,75,24,14,60,25,14,17,18,16,69,40,67,27,27,Medium,Medium,27,Right,191CM,Trendyol Süper Lig,Turkey,Trabzonspor,82KG,,,,,
7,982,GK,7911,78,7712,41,7811,716,759,Lucas Chevalier,42,40,9,53,8,9,16,47,12,14,25,22,15,32,38,79,17,14,45,10,12,10,10,11,58,34,53,23,22,Medium,Medium,22,Right,189CM,Ligue 1 Uber Eats,France,LOSC Lille,78KG,,,,,
11,982,GK,782,78,782,54,76,762,772,Jasper Cillessen,56,50,10,57,15,19,21,60,17,10,50,35,10,48,50,80,32,12,61,25,12,18,12,11,69,40,67,25,34,Medium,Medium,34,Right,185CM,Eredivisie,Holland,N.E.C. Nijmegen,83KG,,,,,
13,982,GK,78,78,77,43,78,75,77,Cata Coll,43,42,8,56,5,7,28,61,9,21,49,35,15,47,66,78,34,9,50,14,7,9,12,14,61,19,61,20,22,Medium,Medium,22,Right,170CM,Liga F,Spain,FC Barcelona,68KG,,,,,
12,982,GK,78,78,761,46,801,79,76,Martin Dúbravka,48,44,10,59,17,11,20,58,12,13,48,59,15,47,60,72,33,19,59,25,12,19,15,14,64,38,60,28,34,Medium,Medium,34,Right,190CM,Premier League,Slovakia,Newcastle Utd,80KG,,,,,
15,982,GK,78,78,76,56,80,682,74,Aitor,58,53,12,51,12,15,24,50,30,14,38,35,34,55,48,77,14,22,55,24,20,14,13,12,65,42,52,15,32,Medium,Medium,32,Right,182CM,LALIGA EA SPORTS,Spain,CA Osasuna,78KG,,,,,
15,982,GK,771,78,774,57,761,78,795,Paulo Gazzaniga,57,56,12,59,19,13,40,64,23,21,49,54,31,65,60,78,31,20,61,19,14,23,21,14,65,42,55,40,31,Medium,Medium,31,Right,196CM,LALIGA EA SPORTS,Argentina,Girona FC,90KG,,,,,
13,982,GK,80,78,79,32,81,75,73,Lee Gibson,31,34,10,56,14,11,17,60,11,10,24,21,13,37,45,70,13,14,33,15,14,21,13,15,55,30,53,25,32,Medium,Medium,32,Right,170CM,Scottish Women's League,Scotland,Glasgow City FC,65KG,,,,,
13,982,GK,782,78,77,483,783,78,77,Guaita,46,52,11,59,15,13,29,54,34,20,44,36,32,63,48,74,24,16,62,27,20,23,15,17,67,41,64,24,36,Medium,Medium,36,Right,190CM,LALIGA EA SPORTS,Spain,RC Celta,80KG,,,,,
7,982,GK,75,78,78,39,80,72,77,Manon Heil,38,41,9,54,9,9,14,35,15,14,27,30,14,34,43,73,16,12,31,14,11,11,15,10,63,37,68,19,26,Medium,Medium,26,Right,173CM,D1 Arkema,France,FC Fleury 91,69KG,,,,,
12,982,GK,78,78,78,39,80,74,77,Katarzyna Kiedrzynek,41,35,6,56,6,7,35,61,9,21,36,35,9,43,41,73,15,8,58,17,7,22,12,14,66,32,74,30,32,Medium,Medium,32,Right,180CM,D1 Arkema,Poland,Paris SG,67KG,,,,,
4,982,GK,785,78,781,47,815,691,77,Alban Lafont,48,45,6,52,9,9,16,56,13,12,54,51,13,60,53,71,10,14,61,11,13,20,14,12,67,40,70,20,24,Medium,Medium,24,Right,196CM,Ligue 1 Uber Eats,France,FC Nantes,90KG,,,,,
18,982,GK,791,78,781,54,791,751,761,Agustín Marchesín,55,52,14,56,12,15,14,65,18,15,37,34,16,65,60,74,20,24,64,15,11,22,15,15,65,38,59,45,35,Medium,Medium,35,Right,188CM,LALIGA EA SPORTS,Argentina,RC Celta,85KG,,,,,
16,982,GK,783,78,773,48,793,733,763,Fernando,48,47,19,55,18,18,26,51,17,20,32,24,12,43,56,77,23,14,50,27,12,15,11,19,65,30,64,20,33,Medium,Medium,33,Right,183CM,LALIGA EA SPORTS,Spain,UD Almería,88KG,,,,,
11,982,GK,793,78,762,54,773,761,762,Neto,56,52,15,57,20,12,22,42,11,13,36,41,12,59,49,76,24,19,64,15,14,17,14,15,68,40,61,40,34,Medium,Medium,34,Right,190CM,Premier League,Brazil,AFC Bournemouth,84KG,,,,,
7,982,GK,80,78,76,40,74,78,82,Zećira Mušović,41,38,9,59,10,15,24,48,16,13,28,30,13,37,47,69,21,14,54,10,15,19,15,16,51,22,37,22,27,Medium,Medium,27,Right,180CM,Barclays WSL,Sweden,Chelsea,73KG,,,,,
13,982,GK,783,78,763,42,804,783,753,Yvon Mvogo,43,41,10,59,14,19,20,58,13,20,24,22,14,58,57,71,27,18,30,13,24,28,18,12,71,28,74,37,29,Medium,Medium,29,Right,189CM,Ligue 1 Uber Eats,Switzerland,FC Lorient,93KG,,,,,
11,982,GK,81,78,78,47,79,68,73,Laëtitia Philippe,49,44,18,51,18,17,25,32,21,17,25,27,16,40,60,73,25,16,35,19,14,16,19,18,63,29,58,22,32,Medium,Medium,32,Right,173CM,D1 Arkema,France,Havre AC,61KG,,,,,
4,982,GK,77,78,79,25,81,74,76,Predrag Rajković,30,18,9,56,10,8,20,42,13,10,31,42,14,32,29,73,18,8,32,10,13,11,10,10,61,26,66,25,28,Medium,Medium,28,Right,191CM,LALIGA EA SPORTS,Serbia,RCD Mallorca,85KG,,,,,
11,982,GK,791,78,76,46,822,707,75,Sergio Romero,47,44,14,53,11,17,16,56,11,13,44,47,12,55,44,75,42,12,62,21,12,14,11,15,69,31,73,33,36,Medium,Medium,36,Right,192CM,Libertadores,Argentina,Boca Juniors,88KG,,,,,
15,982,GK,762,78,771,521,80,811,782,Mathew Ryan,52,52,14,61,18,17,26,68,25,15,48,48,28,55,51,69,32,18,64,20,12,14,21,22,74,35,64,34,31,Medium,Medium,31,Right,182CM,Eredivisie,Australia,AZ,82KG,,,,,
7,982,GK,79,78,78,35,79,71,74,Lisa Schmitz,30,42,10,53,11,8,15,24,16,14,30,18,16,48,53,79,18,12,39,13,16,12,14,12,62,35,67,18,31,Medium,Medium,31,Right,174CM,GPFBL,Germany,VfL Wolfsburg,65KG,,,,,
11,982,GK,77,78,76,39,79,72,78,Abby Smith,33,47,7,54,11,10,12,38,16,12,21,21,14,36,46,71,15,11,47,8,15,10,16,13,47,24,34,19,30,Medium,Medium,30,Right,173CM,NWSL,United States,NJ/NY Gotham,66KG,,,,,
14,982,GK,77,78,75,50,78,74,78,Martina Tufeković,48,53,16,56,19,11,16,35,11,21,11,10,15,52,20,76,23,19,20,19,12,21,17,16,62,16,56,25,29,Medium,Medium,29,Right,170CM,GPFBL,Germany,TSG Hoffenheim,60KG,,,,,
7,982,GK,80,78,76,39,80,72,74,Paola Ulloa,37,41,7,54,8,7,11,27,11,10,30,23,10,55,44,75,12,11,33,14,11,9,17,17,48,17,37,18,26,Medium,Medium,26,Right,164CM,Liga F,Spain,Madrid CFF,60KG,,,,,
6,1232,GK,78,77,724,55,811,68,76,Luís Maximiano,55,55,5,51,4,8,13,55,10,9,44,38,9,58,33,78,21,16,56,9,8,21,15,13,68,23,68,12,24,Medium,Medium,24,Right,190CM,LALIGA EA SPORTS,Portugal,UD Almería,82KG,,,,,
17,1232,GK,771,77,782,43,814,69,731,Franco Armani,41,45,11,52,17,18,20,54,18,16,35,29,15,37,39,74,37,16,53,21,19,15,13,19,73,35,81,43,37,Medium,Medium,37,Right,189CM,Libertadores,Argentina,River Plate,88KG,,,,,
11,1232,GK,765,77,764,43,804,714,722,Janis Blaswich,47,38,18,53,16,13,30,46,20,8,38,30,29,31,33,74,31,19,54,19,15,10,15,13,70,31,74,39,32,Medium,Medium,32,Right,193CM,Bundesliga,Germany,RB Leipzig,89KG,,,,,
5,1232,GK,79,77,77,47,80,74,72,Rafaela Borggräfe,49,43,15,56,19,5,50,21,31,35,30,35,16,52,44,71,35,22,35,20,7,16,16,14,56,36,48,27,23,Medium,Medium,23,Right,174CM,GPFBL,Germany,SC Freiburg,64KG,,,,,
6,1232,GK,778,77,756,45,788,725,746,Yehvann Diouf,45,44,8,54,8,7,11,41,13,13,35,30,12,35,38,74,21,13,46,15,14,13,11,16,64,44,62,26,24,Medium,Medium,24,Right,184CM,Ligue 1 Uber Eats,France,Stade de Reims,74KG,,,,,
15,1232,GK,791,77,741,44,804,711,731,Bartłomiej Drągowski,46,42,12,53,18,12,21,62,19,20,35,32,12,33,54,74,18,20,65,21,13,20,16,16,61,34,56,19,26,Medium,Medium,26,Right,191CM,Serie BKT,Poland,Spezia,74KG,,,,,
12,1232,GK,79,77,782,28,792,64,684,Rafał Gikiewicz,27,29,13,48,13,15,19,48,18,12,24,20,19,38,40,77,19,18,31,12,39,13,14,13,68,20,68,22,36,Medium,Medium,36,Right,190CM,Trendyol Süper Lig,Poland,MKE Ankaragücü,81KG,,,,,
7,1232,GK,76,77,76,60,76,75,76,Hannah Hampton,61,58,8,56,13,11,24,45,22,18,31,35,27,35,47,72,24,19,38,11,9,12,13,14,62,25,50,25,23,Medium,Medium,23,Right,175CM,Barclays WSL,England,Chelsea,64KG,,,,,
11,1232,GK,784,77,753,63,762,724,753,Jordi Masip,63,62,12,54,13,19,12,60,20,20,42,38,21,69,67,77,25,17,64,16,13,21,14,13,65,40,54,21,34,Medium,Medium,34,Right,180CM,LALIGA HYPERMOTION,Spain,R. Valladolid CF,69KG,,,,,
15,1232,GK,751,77,751,421,833,693,731,Lorenzo Montipò,40,45,20,52,14,18,29,40,15,15,21,23,17,46,49,74,20,19,38,18,17,10,19,11,60,35,55,31,27,Medium,Medium,27,Right,191CM,Serie A TIM,Italy,Hellas Verona,82KG,,,,,
14,1232,GK,783,77,69,351,831,622,74,Jiří Pavlenka,35,36,16,47,17,19,18,25,11,14,27,16,10,39,27,78,19,12,39,13,14,12,10,14,63,20,68,22,31,Medium,Medium,31,Right,196CM,Bundesliga,Czech Republic,SV Werder Bremen,81KG,,,,,
13,1232,GK,75,77,79,45,76,79,77,Pepe Reina,43,49,14,59,15,11,24,65,11,11,37,39,11,50,60,72,23,10,64,22,13,20,22,24,66,34,70,32,41,Medium,Medium,41,Right,188CM,LALIGA EA SPORTS,Spain,Villarreal CF,92KG,,,,,
13,1232,GK,78,77,78,45,74,74,75,Friederike Repohl,47,41,15,56,8,15,15,21,27,17,11,10,32,47,55,74,13,24,55,14,5,21,14,12,65,40,70,12,29,Medium,Medium,29,Right,177CM,GPFBL,Germany,Leverkusen,68KG,,,,,
13,1232,GK,771,77,762,52,82,832,722,Manuel Riemann,57,45,12,62,18,13,34,69,17,14,59,65,15,49,64,71,47,30,67,30,15,30,14,19,69,43,65,38,35,Medium,Medium,35,Right,186CM,Bundesliga,Germany,VfL Bochum,83KG,,,,,
8,1232,GK,80,77,74,47,77,71,77,Enith Salón,47,48,8,53,8,7,14,27,12,12,30,33,12,50,55,75,22,13,33,13,11,11,14,13,63,29,60,19,22,Medium,Medium,22,Right,167CM,Liga F,Spain,Valencia CF,59KG,,,,,
12,1232,GK,792,77,732,47,811,762,741,Marvin Schwäbe,49,43,15,57,17,15,28,66,21,9,53,49,20,45,46,71,41,20,61,17,15,21,16,17,68,36,70,28,28,Medium,Medium,28,Right,190CM,Bundesliga,Germany,1. FC Köln,86KG,,,,,
13,1232,GK,78,77,751,51,81,623,752,Łukasz Skorupski,51,51,11,47,15,17,22,32,19,19,29,26,12,48,38,74,23,18,58,17,10,18,12,12,63,31,58,33,32,Medium,Medium,32,Right,187CM,Serie A TIM,Poland,Bologna,84KG,,,,,
18,1232,GK,762,77,816,44,805,68,74,Marco Sportiello,48,38,18,51,17,12,21,44,13,21,32,19,14,55,58,70,22,19,65,29,18,26,17,13,67,37,66,23,31,Medium,Medium,31,Right,192CM,Serie A TIM,Italy,Milan,87KG,,,,,
6,1232,GK,726,77,8211,36,77,67,764,Anatoliy Trubin,35,38,9,50,8,6,18,55,11,13,37,32,13,36,45,70,29,13,50,9,12,9,11,11,62,24,69,28,22,Medium,Medium,22,Right,199CM,Liga Portugal,Ukraine,SL Benfica,86KG,,,,,
15,1232,GK,76,77,79,402,77,67,75,Matt Turner,38,42,15,50,18,16,14,55,13,14,24,29,13,48,42,74,24,16,59,27,14,11,11,11,62,35,64,25,29,Medium,Medium,29,Right,190CM,Premier League,United States,Nott'm Forest,79KG,,,,,
8,1523,GK,75,76,75,53,78,70,73,Helton Leite,54,51,10,53,13,9,19,15,11,8,27,21,12,57,25,79,20,10,41,11,12,14,9,8,66,42,79,22,33,Medium,Medium,33,Right,196CM,Trendyol Süper Lig,Brazil,Antalyaspor,92KG,,,,,
10,1523,GK,73,76,81,35,69,78,80,Nicole Barnhart,37,31,17,59,12,10,40,36,15,13,21,27,12,44,57,68,15,11,46,17,14,15,17,18,50,28,41,19,42,Medium,Medium,42,Right,178CM,NWSL,United States,Washington Spirit,68KG,,,,,
17,1523,GK,766,76,746,43,776,748,736,Augusto Batalla,43,42,14,56,15,13,23,28,17,17,25,22,13,37,43,73,18,13,34,23,16,18,18,17,66,31,68,26,27,Medium,Medium,27,Right,185CM,Sudamericana,Argentina,San Lorenzo,87KG,,,,,
14,1523,GK,78,76,76,30,793,72,732,Altay Bayındır,30,31,10,54,11,15,16,55,11,14,35,43,10,51,24,69,16,10,62,14,14,14,13,10,61,31,68,29,25,Medium,Medium,25,Right,198CM,Premier League,Turkey,Manchester Utd,73KG,,,,,
10,1523,GK,74,76,77,38,76,72,76,Michelle Betos,37,40,8,54,11,7,18,32,14,13,27,24,11,47,53,69,14,11,39,8,14,16,13,11,61,34,62,21,35,Medium,Medium,35,Right,173CM,NWSL,United States,NJ/NY Gotham,64KG,,,,,
13,1523,GK,79,76,741,46,76,69,73,Marco Bizot,45,47,15,52,14,13,36,47,20,15,28,33,20,50,40,75,32,12,47,17,16,11,12,14,65,32,64,39,32,Medium,Medium,32,Right,193CM,Ligue 1 Uber Eats,Holland,Stade Brestois 29,88KG,,,,,
11,1523,GK,731,76,794,32,77,772,721,Alberto Brignoli,31,33,20,58,11,20,22,53,17,15,46,42,20,22,32,69,35,12,61,11,30,20,21,20,53,34,42,12,32,Medium,Medium,32,Left,187CM,Hellas Liga,Italy,Panathinaikos,74KG,,,,,
10,1523,GK,80,76,71,46,81,60,72,Roman Bürki,44,50,8,45,14,13,20,50,15,12,37,24,13,49,52,73,23,12,64,18,17,11,13,16,71,40,76,35,33,Medium,Medium,33,Right,187CM,MLS,Switzerland,St. Louis CITY SC,85KG,,,,,
14,1523,GK,76,76,751,44,772,70,72,Javier Burrai,47,40,19,53,16,17,29,60,19,14,24,24,15,41,55,74,20,20,45,27,12,20,15,14,64,36,62,27,33,Medium,Medium,33,Right,189CM,Libertadores,Argentina,Barcelona SC,82KG,,,,,
10,1523,GK,74,76,74,46,76,75,76,Sabrina D'Angelo,44,48,10,56,10,10,14,33,14,12,19,24,14,34,45,77,16,14,60,13,14,15,12,14,67,28,71,19,30,Medium,Medium,30,Left,173CM,Barclays WSL,Canada,Arsenal,69KG,,,,,
11,1523,GK,736,76,802,37,7615,663,7510,Ignacio De Arruabarrena,40,32,8,50,6,7,17,31,12,15,23,20,10,35,50,72,10,12,33,12,11,9,11,9,59,22,59,27,26,Medium,Medium,26,Right,183CM,Liga Portugal,Uruguay,Arouca,79KG,,,,,
13,1523,GK,783,76,713,24,802,733,742,Dénes Dibusz,27,20,15,55,17,16,19,18,14,19,23,22,14,21,21,74,20,16,65,19,18,12,15,18,46,19,36,20,33,Medium,Medium,33,Right,188CM,Magyar Liga,Hungary,Ferencvárosi TC,81KG,,,,,
11,1523,GK,773,76,744,46,772,723,753,Maxime Dupé,48,42,10,54,11,10,18,35,10,11,34,29,12,35,39,67,22,11,58,23,13,9,11,11,68,21,71,35,30,Medium,Medium,30,Right,188CM,1A Pro League,France,RSC Anderlecht,88KG,,,,,
5,1523,GK,777,76,747,27,816,715,776,Wladimiro Falcone,26,28,19,53,20,13,29,35,17,12,25,26,16,33,34,58,20,13,44,8,13,6,11,16,58,28,62,15,28,Medium,Medium,28,Right,196CM,Serie A TIM,Italy,Lecce,85KG,,,,,
13,1523,GK,76,76,75,282,81,67,72,Fraser Forster,26,32,13,50,12,19,22,48,19,19,27,36,10,44,42,70,33,20,54,22,13,11,13,12,65,29,80,44,35,Medium,Medium,35,Right,201CM,Premier League,England,Spurs,93KG,,,,,
12,1523,GK,762,76,762,47,782,73,745,Pierluigi Gollini,46,48,14,55,17,18,21,32,17,15,31,25,13,56,52,72,24,18,63,18,19,20,12,19,68,40,68,19,28,Medium,Medium,28,Right,194CM,Serie A TIM,Italy,Napoli FC,94KG,,,,,
12,1523,GK,762,76,751,59,761,72,742,Guido Herrera,61,55,17,54,12,18,28,52,17,21,29,18,12,53,57,71,20,20,57,28,20,24,15,17,73,45,67,31,31,Medium,Medium,31,Left,187CM,LPF,Argentina,Talleres,67KG,,,,,
8,1523,GK,747,76,792,42,781,754,73,Marwin Hitz,40,46,27,56,12,26,22,25,12,17,29,33,15,41,31,71,17,13,44,23,18,25,15,14,70,38,78,25,36,Medium,Medium,36,Right,194CM,CSSL,Switzerland,FC Basel 1893,91KG,,,,,
11,1523,GK,77,76,773,411,781,702,742,Sam Johnstone,38,45,11,53,16,15,42,48,17,17,27,35,16,55,27,70,18,16,32,17,17,22,17,20,64,37,68,24,30,Medium,Medium,30,Right,193CM,Premier League,England,Crystal Palace,85KG,,,,,
10,1523,GK,753,76,752,411,753,772,751,Benjamin Lecomte,41,40,11,58,10,10,20,44,13,19,30,33,20,36,30,74,23,11,61,24,10,17,11,12,63,34,68,23,32,Medium,Medium,32,Left,186CM,Ligue 1 Uber Eats,France,Montpellier,78KG,,,,,
9,1523,GK,789,76,732,497,791,70,733,Paulo Victor,47,52,12,53,13,11,14,45,19,16,30,30,13,55,50,76,17,14,54,16,13,11,11,13,62,30,57,29,36,Medium,Medium,36,Left,187CM,ROSHN Saudi League,Brazil,Ettifaq FC,81KG,,,,,
12,1523,GK,785,76,751,43,763,824,754,Vanja Milinković-Savić,41,45,20,62,45,16,24,58,18,59,31,30,55,38,38,63,18,15,65,21,12,11,15,19,66,33,73,34,26,Medium,Medium,26,Right,202CM,Serie A TIM,Serbia,Torino,90KG,,,,,
19,1523,GK,75,76,79,43,76,69,74,Álvaro Montero,42,44,18,52,17,19,25,30,20,14,39,21,22,32,48,70,24,16,41,21,14,20,18,14,69,45,77,26,28,Medium,Medium,28,Right,196CM,Sudamericana,Colombia,Millonarios,85KG,,,,,
6,1523,GK,787,76,7410,40,776,778,7311,Kosuke Nakamura,43,35,9,58,9,9,13,37,12,11,24,23,14,60,53,73,18,12,40,9,12,8,13,14,62,25,61,31,28,Medium,Medium,28,Right,185CM,Liga Portugal,Japan,Portimonense SC,82KG,,,,,
15,1523,GK,7810,76,756,3512,779,672,737,Andries Noppert,35,34,19,50,20,19,19,32,14,14,30,39,24,40,60,74,25,19,54,16,19,10,15,13,64,42,69,21,29,Medium,Medium,29,Left,203CM,Eredivisie,Holland,sc Heerenveen,94KG,,,,,
10,1523,GK,741,76,751,48,804,711,721,Alexander Nübel,49,46,18,53,18,13,16,32,15,20,29,18,20,34,58,73,20,18,32,20,13,23,14,13,67,39,70,23,27,Medium,Medium,27,Right,193CM,Bundesliga,Germany,VfB Stuttgart,88KG,,,,,
11,1523,GK,76,76,77,35,76,73,76,Katelyn Rowland,39,30,11,55,14,6,25,34,8,9,28,25,9,46,54,70,16,12,38,8,11,13,15,13,63,38,68,17,29,Medium,Medium,29,Right,178CM,NWSL,United States,NC Courage,64KG,,,,,
10,1523,GK,75,76,80,42,77,71,72,Olatz Santana,38,48,10,53,8,9,12,32,11,14,15,22,10,59,46,70,14,12,32,16,15,11,17,20,49,19,37,18,26,Medium,Medium,26,Right,165CM,Liga F,Spain,Real Sociedad,57KG,,,,,
9,1523,GK,76,76,79,43,71,67,76,Becky Spencer,42,45,16,50,13,12,24,57,18,17,31,35,15,32,51,73,26,19,58,11,9,10,15,15,62,25,65,22,32,Medium,Medium,32,Right,167CM,Barclays WSL,Jamaica,Spurs,57KG,,,,,
12,1523,GK,752,76,782,366,781,68,73,Jindřich Staněk,36,35,15,51,16,19,37,17,16,22,22,19,17,27,31,73,27,17,48,15,12,16,13,15,62,26,68,18,27,Medium,Medium,27,Right,192CM,Česká Liga,Czech Republic,Viktoria Plzeň,90KG,,,,,
9,1523,GK,775,76,778,29,797,756,746,Álvaro Valles,29,30,6,56,8,8,14,60,16,8,39,35,15,29,25,62,14,12,27,15,10,9,10,10,55,40,57,22,26,Medium,Medium,26,Right,192CM,LALIGA EA SPORTS,Spain,UD Las Palmas,82KG,,,,,
10,1523,GK,77,76,743,65,81,572,741,Robin Zentner,65,65,14,43,13,15,25,22,17,16,29,26,14,30,45,76,16,11,46,18,18,17,17,13,81,29,83,42,29,Medium,Medium,29,Right,194CM,Bundesliga,Germany,1. FSV Mainz 05,96KG,,,,,
17,1900,GK,753,75,745,454,766,721,712,Gabriel Arias,45,44,18,54,16,14,26,50,15,20,38,25,30,46,57,73,40,25,45,13,22,27,21,24,68,35,67,33,36,Medium,Medium,36,Right,189CM,Libertadores,Chile,Racing Club,84KG,,,,,
6,1900,GK,76,75,72,27,78,80,65,Georgiy Bushchan,24,32,5,60,8,7,13,35,12,11,23,29,13,35,24,77,15,14,36,10,10,14,10,11,61,18,73,24,29,Medium,Medium,29,Right,196CM,Ukrayina Liha,Ukraine,Dynamo Kyiv,84KG,,,,,
12,1900,GK,756,75,778,38,765,692,703,Caro,38,39,14,52,19,13,32,46,14,10,29,40,20,45,30,74,21,17,52,22,22,13,21,14,70,41,76,22,29,Medium,Medium,29,Right,184CM,LALIGA HYPERMOTION,Spain,Burgos CF,83KG,,,,,
17,1900,GK,755,75,7711,38,752,735,7412,Ricardo Batista,39,37,12,55,15,14,26,16,17,19,36,34,15,46,39,68,21,16,41,22,10,17,9,19,63,24,70,45,37,Medium,Medium,37,Left,193CM,Liga Portugal,Portugal,Casa Pia AC,86KG,,,,,
15,1900,GK,748,75,752,39,785,703,727,Alessio Cragno,41,37,12,53,17,13,31,42,15,12,31,25,11,37,43,72,21,13,59,19,12,20,11,12,58,43,55,33,29,Medium,Medium,29,Right,184CM,Serie A TIM,Italy,Sassuolo,78KG,,,,,
4,1900,GK,765,75,748,45,764,7511,734,Andrew,47,41,4,56,12,14,21,62,9,8,41,37,10,34,32,71,17,12,34,8,11,10,8,17,58,39,53,24,22,Medium,Medium,22,Right,189CM,Liga Portugal,Brazil,Gil Vicente,76KG,,,,,
19,1900,GK,74,75,74,38,77,77,72,Matías Dituro,32,48,12,58,16,19,20,67,13,17,58,53,12,40,32,74,40,17,68,21,12,18,12,18,63,42,72,20,36,Medium,Medium,36,Right,191CM,Trendyol Süper Lig,Argentina,Karagümrük SK,86KG,,,,,
8,1900,GK,779,75,735,24,767,739,746,Paulo Vítor,23,25,10,55,15,10,19,45,11,13,19,18,16,35,28,65,16,13,57,19,14,20,12,14,50,26,64,37,35,Medium,Medium,35,Right,195CM,ROSHN Saudi League,Brazil,Al Okhdood,89KG,,,,,
